run_id,timestamp,model,best_val_accuracy,val_loss_at_best_acc,total_epochs,fine_tune_start
2025-11-05_15-45-58,2025-11-05 16:04:34,EfficientNetB0_v3_simplified,0.3000,1.5831,32,16
